I consider myself:,Country,Response ID,Time Started,Date Submitted,Status,Language,Link Name,WiFi Router:Check all the internet connected devices you currently own:,Laptop computer:Check all the internet connected devices you currently own:,Smart phone:Check all the internet connected devices you currently own:,Smart TV:Check all the internet connected devices you currently own:,Activity Tracker (ex: Fitbit or Apple Watch):Check all the internet connected devices you currently own:,"Smarthome Hub (ex. Amazon Echo, Google Alexa):Check all the internet connected devices you currently own:",Car that connects to the internet:Check all the internet connected devices you currently own:,Smart Thermostat (ex: Nest):Check all the internet connected devices you currently own:,"Smart Appliance (ex. Coffeemaker, Refrigerator, Oven, Fridge):Check all the internet connected devices you currently own:",Smart Door Locks (ex. Door locks for your home you can open via bluetooth):Check all the internet connected devices you currently own:,"Smart Lighting (ex. Connected lighting switches, dimmers, or bulbs):Check all the internet connected devices you currently own:",Thinking about a future in which so much of your world is connected to the internet leaves you feeling:,What are you most excited about as we move toward a more digitally connected future?,What is your biggest fear as we move towards a more connected future?,"Who is most responsible for protecting the online safety, privacy, and security of the connected apps and devices you own?","Who do you most trust to help you learn how to protect your safety, security and privacy online?",Price:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Features:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Safety:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Security:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Privacy:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Reliability:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,User Reviews:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Expert Recommendation:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Friend or Family Recommendation:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Convenience:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,IoT:Check all the terms below that you could explain to a friend:,Connected Devices:Check all the terms below that you could explain to a friend:,Botnet:Check all the terms below that you could explain to a friend:,Blockchain:Check all the terms below that you could explain to a friend:,RFID:Check all the terms below that you could explain to a friend:,DDOS:Check all the terms below that you could explain to a friend:,Zero Day:Check all the terms below that you could explain to a friend:,VPN:Check all the terms below that you could explain to a friend:,TOR:Check all the terms below that you could explain to a friend:,I don‰Ûªt know what any of these things are:Check all the terms below that you could explain to a friend:,Country or Region (optional)
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Senegal,51,51,51,51,51,51,37,45,45,11,1,4,3,0,2,1,5,49,49,47,47,47,39,38,38,38,39,37,36,36,35,39,10,49,10,7,8,14,9,36,17,3,45
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Serbia,86,86,86,86,86,86,83,65,81,32,7,2,3,0,13,1,4,86,86,86,85,80,75,74,74,73,74,75,71,77,71,70,27,72,30,12,21,47,17,62,47,4,79
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Sierra Leone,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Singapore,79,79,79,79,79,79,79,73,78,44,22,6,8,2,13,3,4,77,78,77,77,76,71,70,63,66,65,67,63,64,58,64,41,70,34,25,52,46,24,65,42,6,72
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Sint Maarten (Dutch part),1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Slovakia,38,38,38,38,38,38,36,36,35,15,7,0,2,2,2,0,2,37,37,36,36,36,31,30,28,29,28,29,28,26,26,25,22,33,19,11,15,28,12,32,29,0,35
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Slovenia,43,43,43,43,43,43,42,35,41,19,5,1,2,2,0,0,1,43,42,43,43,42,41,41,39,39,39,39,40,38,38,38,19,39,19,18,18,29,16,35,29,2,39
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Solomon Islands,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,0,2,0,0,0,0,0,1,1,0,2
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Somalia,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",South Africa,205,205,205,205,205,205,181,187,201,72,52,6,17,3,20,5,9,204,205,201,197,200,165,158,151,155,153,159,150,149,149,153,94,181,75,67,79,90,49,165,103,8,188
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",South Sudan,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Spain,2239,2239,2239,2239,2239,2239,2180,2028,2158,1202,397,107,159,77,144,40,145,2208,2205,2198,2194,2184,1957,1941,1693,1646,1780,1670,1797,1776,1657,1759,877,2029,843,575,626,1239,717,1755,1383,88,1922
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Sri Lanka,42,42,42,42,42,42,38,38,40,11,3,3,3,1,2,0,3,40,41,41,39,40,36,36,36,35,37,36,32,34,30,30,15,35,18,10,13,20,13,25,11,3,39
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Sudan,8,8,8,8,8,8,5,7,5,0,1,1,0,0,0,0,0,8,8,8,8,8,5,5,5,5,5,4,5,4,4,5,3,8,3,1,2,3,2,5,3,0,8
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Suriname,3,3,3,3,3,3,2,3,2,1,1,1,1,0,0,0,0,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,2,2,0,3
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Swaziland,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,0,2,1,0,2
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Sweden,141,141,141,141,141,141,140,128,137,65,29,5,13,8,8,6,16,139,140,141,139,138,121,121,118,121,120,121,113,110,106,109,84,130,76,49,75,103,49,130,96,3,129
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Switzerland,1533,1533,1533,1533,1533,1533,1461,1427,1451,762,282,56,172,36,110,25,151,1522,1515,1515,1511,1509,1337,1347,1243,1287,1294,1345,1238,1245,1210,1297,520,1385,669,498,681,759,376,1219,894,46,1299
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Syrian Arab Republic,9,9,9,9,9,9,8,7,8,2,0,0,2,0,0,0,0,9,9,9,8,9,9,9,9,9,9,9,7,8,7,8,1,8,1,1,1,4,4,7,3,0,9
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Taiwan,24,24,24,24,24,24,23,23,24,7,9,0,0,1,0,0,2,24,24,24,24,24,22,22,23,23,23,23,21,21,20,23,18,21,13,7,18,17,11,23,11,0,24
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.","Tanzania, United Republic of",24,24,24,24,24,24,16,22,21,7,5,1,1,1,3,2,2,21,23,22,23,23,17,17,17,17,17,15,15,14,14,16,7,19,4,5,1,6,4,15,5,1,22
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Thailand,62,62,62,62,62,62,55,53,55,29,10,7,3,5,4,4,10,61,60,61,60,60,48,50,44,46,45,48,45,45,45,49,29,51,28,23,34,36,19,49,36,3,55
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Togo,18,18,18,18,18,18,11,17,15,1,0,0,0,0,2,0,0,18,17,18,17,17,11,12,12,12,12,12,11,11,11,12,1,13,3,2,0,3,3,12,6,2,15
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Trinidad and Tobago,16,16,16,16,16,16,16,15,16,12,4,1,1,0,2,0,1,15,16,16,16,16,15,15,15,15,15,15,15,15,15,15,7,15,3,3,7,5,2,15,5,0,13
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Tunisia,90,90,90,90,90,90,81,82,80,37,7,8,5,2,5,5,7,87,86,86,83,84,72,73,71,70,72,71,72,70,69,72,20,76,25,14,17,33,15,56,34,4,77
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Turkey,76,76,76,76,76,76,65,67,72,42,11,2,5,1,3,1,3,75,76,75,75,75,69,67,67,67,67,65,61,61,53,58,23,64,26,18,25,41,18,69,58,2,67
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Turks and Caicos Islands,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Uganda,29,29,29,29,29,29,20,28,28,3,2,0,1,0,3,0,0,28,29,29,29,28,19,19,17,19,17,19,15,15,14,18,16,25,10,3,10,11,5,23,12,0,27
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Ukraine,26,26,26,26,26,26,21,24,25,5,3,0,0,0,1,0,1,26,26,26,26,26,22,23,20,20,21,21,22,19,19,21,12,21,17,15,10,21,13,22,23,1,26
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",United Arab Emirates,79,79,79,79,79,79,73,77,76,42,22,2,11,4,12,6,5,79,78,77,77,77,69,72,66,70,66,68,63,62,65,63,38,69,32,18,37,46,21,69,36,4,66
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",United Kingdom,2097,2097,2097,2097,2097,2097,1996,1925,1919,1074,392,177,212,151,102,22,150,2076,2079,2077,2065,2057,1842,1814,1748,1804,1781,1821,1764,1733,1675,1720,997,1890,1083,551,985,1195,633,1698,1127,68,1922
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",United States,7945,7945,7945,7945,7945,7945,7476,7151,7129,4014,2088,1132,1199,801,444,260,689,7850,7859,7835,7766,7746,6746,6689,6402,6627,6534,6669,6405,6342,6165,6338,3202,7060,3478,1659,4586,3852,2422,6175,3643,314,7376
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Uruguay,179,179,179,179,179,179,170,153,168,80,10,13,9,6,7,2,9,177,175,174,173,173,157,155,133,126,136,135,142,148,132,139,55,153,59,40,37,85,56,128,95,16,159
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Vanuatu,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Venezuela,521,521,521,521,521,521,476,442,432,110,24,36,15,10,36,17,21,507,509,510,503,503,435,417,348,310,367,329,347,358,308,359,135,439,104,112,75,189,121,381,196,30,486
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Vietnam,36,36,36,36,36,36,32,34,33,16,1,2,0,0,3,1,1,36,36,36,36,36,30,29,27,29,26,26,30,25,27,28,23,30,16,8,9,20,9,27,21,2,35
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.","Virgin Islands, U.S.",2,2,2,2,2,2,2,1,2,1,1,0,1,0,0,0,0,2,2,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2,1,0,1,1,1,2,1,0,2
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Zambia,8,8,8,8,8,8,8,7,7,1,1,0,1,0,1,1,0,8,8,8,8,8,6,6,6,6,6,4,3,4,3,4,4,6,3,1,3,3,3,6,2,0,8
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Zimbabwe,27,27,27,27,27,27,20,25,24,4,3,0,0,0,1,1,1,25,25,25,25,24,19,18,17,17,17,17,18,18,17,18,14,25,6,8,5,11,6,21,15,0,26
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Albania,8,8,8,8,8,8,7,7,6,3,1,0,1,0,2,1,1,7,7,7,6,7,6,6,5,5,6,6,6,5,4,5,4,6,4,4,4,4,3,5,3,1,7
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Algeria,94,94,94,94,94,94,70,62,49,37,19,17,16,17,19,14,18,67,60,63,61,60,36,36,35,37,33,33,28,31,29,33,32,40,26,26,20,31,27,41,29,10,57
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Andorra,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Angola,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Anonymous Proxy,11,11,11,11,11,11,8,8,6,2,0,0,1,0,0,0,0,10,10,10,10,10,7,8,6,7,7,7,7,7,6,7,9,10,9,9,9,9,8,10,10,0,4
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Argentina,288,288,288,288,288,288,271,248,256,175,37,23,32,21,41,18,37,276,274,274,269,271,230,227,192,172,192,178,195,192,170,196,174,253,170,113,144,211,142,233,201,10,258
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Armenia,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,3,3,3,2,3,3,2,2,2,3,2,1,1,2,3,3,3,2,2,3,3,3,3,0,3
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Asia/Pacific Region,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Australia,270,270,270,270,270,270,262,257,259,136,86,21,23,21,25,15,36,264,266,264,263,259,236,235,225,234,231,234,229,225,220,227,230,247,213,164,218,247,191,256,230,6,252
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Austria,257,257,257,257,257,257,253,246,248,146,57,40,35,22,25,19,44,254,253,253,250,247,230,232,207,219,220,223,212,209,200,213,211,238,231,166,196,236,191,245,236,1,197
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Azerbaijan,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Bahrain,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,0,2
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Bangladesh,78,78,78,78,78,78,46,46,33,18,8,7,8,6,7,6,7,54,57,55,49,57,29,27,28,28,29,24,23,21,21,22,23,31,12,6,10,10,11,17,13,4,64
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Belarus,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,4,4,4,5,2,5,4,0,5
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Belgium,271,271,271,271,271,271,265,259,259,139,68,18,49,31,27,16,47,267,269,267,264,267,245,244,227,233,237,238,230,221,221,236,179,257,217,151,202,236,180,256,237,2,255
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Belize,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,3
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Benin,7,7,7,7,7,7,6,7,7,4,2,2,1,1,1,1,4,7,7,7,6,6,5,5,5,5,5,5,5,4,4,5,5,6,5,3,2,5,4,6,4,1,6
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Bolivia,23,23,23,23,23,23,23,23,22,17,2,4,2,1,5,3,7,23,23,22,22,22,18,15,11,8,12,9,11,12,8,13,9,18,7,7,6,9,5,15,13,0,20
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Bosnia and Herzegovina,10,10,10,10,10,10,8,9,9,6,1,1,1,1,2,2,2,10,10,10,10,10,7,5,6,5,6,5,4,5,4,4,8,9,5,7,7,8,6,8,8,0,9
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Brazil,1080,1080,1080,1080,1080,1080,1034,937,994,662,217,142,157,106,188,151,216,1033,1042,1034,1016,1017,896,886,767,829,783,838,767,736,705,747,694,921,615,480,561,779,465,890,764,46,989
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Bulgaria,35,35,35,35,35,35,32,31,32,16,6,1,3,2,4,2,3,35,35,35,35,34,28,27,27,28,26,27,24,22,22,25,29,31,24,19,25,29,24,32,27,1,34
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Burkina Faso,6,6,6,6,6,6,3,5,4,0,0,1,1,0,0,0,0,5,4,5,5,5,3,3,3,3,3,3,3,3,3,3,0,4,3,1,0,2,2,4,2,0,4
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Burundi,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Cambodia,7,7,7,7,7,7,5,4,3,2,2,2,3,2,3,2,2,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,3,5,3,2,3,3,4,3,4,1,4
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Cameroon,15,15,15,15,15,15,9,12,9,3,3,4,3,2,2,3,3,13,13,13,13,13,8,7,8,7,7,7,6,6,6,7,6,12,5,3,6,7,3,11,4,2,10
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Canada,505,505,505,505,505,505,486,467,468,226,139,38,63,55,39,36,92,500,497,497,495,492,438,435,400,424,421,426,404,399,382,412,389,473,400,299,399,451,334,476,432,5,462
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Cayman Islands,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Chile,120,120,120,120,120,120,113,112,111,87,26,18,23,13,22,18,22,116,116,114,113,111,96,97,86,75,87,82,81,85,74,81,70,98,60,46,51,89,59,92,82,2,106
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",China,16,16,16,16,16,16,16,14,16,4,3,2,0,2,1,0,2,16,16,16,16,16,13,14,10,13,12,11,12,10,8,10,14,15,13,12,14,14,14,15,15,1,14
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Colombia,199,199,199,199,199,199,183,175,172,122,37,30,32,20,33,32,39,191,192,187,189,188,163,156,136,131,146,135,138,134,119,134,111,163,87,93,75,121,84,151,122,7,181
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Comoros,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Congo,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.","Congo, The Democratic Republic of the",6,6,6,6,6,6,4,6,6,1,0,1,0,1,0,1,1,6,6,6,5,5,5,5,4,4,4,5,4,5,4,5,4,5,4,2,3,4,3,5,3,1,5
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Costa Rica,48,48,48,48,48,48,46,46,45,23,7,9,6,4,7,8,10,45,46,46,46,46,42,40,35,29,34,33,32,31,27,34,31,43,29,23,22,35,28,44,36,0,43
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Cote D'Ivoire,35,35,35,35,35,35,27,25,22,13,5,5,4,4,5,2,4,28,27,27,26,27,20,20,18,19,19,18,19,18,15,18,16,21,14,12,9,15,15,20,12,5,26
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Croatia,32,32,32,32,32,32,31,31,32,15,9,0,4,3,3,1,5,32,32,32,32,32,29,27,26,28,27,27,25,25,25,27,25,30,26,22,25,30,23,30,28,0,31
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Cuba,11,11,11,11,11,11,5,9,8,2,0,1,1,1,1,1,1,11,11,11,11,10,10,9,8,7,9,8,8,9,7,6,6,11,6,6,4,9,9,10,7,0,10
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Cyprus,7,7,7,7,7,7,7,6,7,4,4,0,1,0,1,1,1,7,7,7,7,7,7,7,7,6,7,7,6,7,6,7,6,5,5,2,4,6,4,7,6,0,7
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Czech Republic,33,33,33,33,33,33,31,32,31,13,5,1,1,3,3,0,1,33,32,33,33,32,30,32,30,31,31,30,30,29,28,30,33,29,29,22,27,31,25,32,32,0,27
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Denmark,50,50,50,50,50,50,48,47,48,20,16,3,2,1,1,2,8,50,50,50,50,49,42,44,38,42,41,42,38,40,35,36,46,48,44,33,40,48,41,50,48,0,48
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Dominican Republic,17,17,17,17,17,17,15,14,16,11,3,4,3,2,3,4,3,15,16,16,16,16,12,14,12,12,14,12,13,13,10,10,12,15,9,12,9,12,8,12,13,1,14
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Ecuador,83,83,83,83,83,83,75,58,61,47,18,21,10,8,20,14,24,76,77,77,73,76,56,54,43,45,49,38,41,44,37,40,33,56,29,22,22,31,22,47,35,7,72
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Egypt,34,34,34,34,34,34,19,17,13,6,3,2,2,2,3,3,2,15,17,16,16,16,10,9,9,9,8,7,7,7,7,7,7,9,5,5,4,6,2,8,5,2,14
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",El Salvador,27,27,27,27,27,27,24,24,24,11,3,7,3,3,4,2,3,27,26,27,27,27,24,24,18,18,18,19,15,19,16,17,15,24,14,8,7,18,14,25,22,2,25
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Estonia,9,9,9,9,9,9,8,8,9,1,1,0,0,0,0,0,0,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,9,9,4,7,9,9,9,9,0,9
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Ethiopia,6,6,6,6,6,6,3,4,3,0,0,0,0,0,0,0,1,5,6,6,5,6,2,2,2,3,2,2,2,2,2,2,3,4,1,1,2,1,0,2,1,1,6
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Europe,21,21,21,21,21,21,21,21,21,12,9,3,7,5,2,2,6,21,21,21,21,21,18,18,16,16,18,17,14,14,14,19,16,20,17,12,17,17,11,20,17,0,20
